no,store,sku,cat_code,cat_name,material_name,count_name,quantity,cost,price_avg
1250,MAIN,ALR010S47B0,1BL,BK LATEX,"ลูกโป่งยางกลม 10"" P.S.Blue (BK)",ใบ,171,176.13,1.03
1251,MAIN,ALR010S49B0,1BL,BK LATEX,"ลูกโป่งยางกลม 10"" P.Gold (BK)",ใบ,601,619.03,1.03
1328,MAIN,ALR012J73B0,1BL,BK LATEX,"ลูกโป่งยางกลม 12"" D.Clear (BK)",ใบ,"1,805","2,129.86",1.18
1329,MAIN,ALR012M23B0,1BL,BK LATEX,"ลูกโป่งยางกลม 12"" P.Burgundy (BK)",ใบ,"1,800","2,250.00",1.25
1330,MAIN,ALR012M24B0,1BL,BK LATEX,"ลูกโป่งยางกลม 12"" P.Gray (BK)",ใบ,"1,500","1,875.00",1.25
1331,MAIN,ALR012M37B0,1BL,BK LATEX,"ลูกโป่งยางกลม 12"" P.White (BK)",ใบ,400,500,1.25
1332,MAIN,ALR012M38B0,1BL,BK LATEX,"ลูกโป่งยางกลม 12"" P.Pink (BK)",ใบ,"6,008","7,510.00",1.25
1333,MAIN,ALR012M39B0,1BL,BK LATEX,"ลูกโป่งยางกลม 12"" P.Hot Rose (BK)",ใบ,"1,842","2,302.50",1.25
1334,MAIN,ALR012M40B0,1BL,BK LATEX,"ลูกโป่งยางกลม 12"" P.Q.Purple (BK)",ใบ,"2,096","2,619.99",1.25
1335,MAIN,ALR012M41B0,1BL,BK LATEX,"ลูกโป่งยางกลม 12"" P.L.Blue (BK)",ใบ,"1,979","2,473.75",1.25
1336,MAIN,ALR012M42B0,1BL,BK LATEX,"ลูกโป่งยางกลม 12"" P.E.Green (BK)",ใบ,"2,300","2,875.00",1.25
1337,MAIN,ALR012M43B0,1BL,BK LATEX,"ลูกโป่งยางกลม 12"" P.Lime Green (BK)",ใบ,"1,973","2,466.25",1.25
